OA,Acorn_category,Acorn_group,Acorn Category_frequency_count,Acorn Group_frequency_count
E00175240,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 3, '5. Urban Adversity': 1}","{'R. Active Communal Population': 3, 'P. Struggling Estates': 1}"
E00175241,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 13, '6. Not Private Households': 2}","{'D. City Sophisticates': 12, 'R. Active Communal Population': 2, 'E. Career Climbers': 1}"
E00175242,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00175243,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175244,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00175245,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175246,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175247,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175249,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 21, '2. Rising Prosperity': 11, '1. Affluent Achievers': 4}","{'R. Active Communal Population': 21, 'D. City Sophisticates': 11, 'A. Lavish Lifestyles': 4}"
E00175250,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 9, '6. Not Private Households': 8, '1. Affluent Achievers': 2, '4. Financially Stretched': 1}","{'D. City Sophisticates': 9, 'R. Active Communal Population': 8, 'A. Lavish Lifestyles': 2, 'K. Student Life': 1}"
E00175251,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00175252,6. Not Private Households,R. Active Communal Population,{'6. Not Private Households': 2},{'R. Active Communal Population': 2}
E00175253,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 6, '2. Rising Prosperity': 3}","{'R. Active Communal Population': 6, 'D. City Sophisticates': 3}"
E00175254,6. Not Private Households,R. Active Communal Population,{'6. Not Private Households': 2},{'R. Active Communal Population': 2}
E00175255,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175256,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 1}"
E00175257,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 14, '6. Not Private Households': 1, '5. Urban Adversity': 1}","{'D. City Sophisticates': 14, 'P. Struggling Estates': 1, 'R. Active Communal Population': 1}"
E00175258,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00175259,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 3, 'A. Lavish Lifestyles': 1}"
E00175260,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 5},{'P. Struggling Estates': 5}
E00175261,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 5},{'P. Struggling Estates': 5}
E00175262,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '2. Rising Prosperity': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 5, 'D. City Sophisticates': 1, 'K. Student Life': 1}"
E00175263,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00175264,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175265,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '6. Not Private Households': 3}","{'P. Struggling Estates': 5, 'R. Active Communal Population': 3}"
E00175266,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 7},{'P. Struggling Estates': 7}
E00175267,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 4},{'P. Struggling Estates': 4}
E00175268,6. Not Private Households,P. Struggling Estates,"{'6. Not Private Households': 1, '5. Urban Adversity': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 1, 'R. Active Communal Population': 1, 'N. Poorer Pensioners': 1}"
E00175269,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '6. Not Private Households': 3}","{'P. Struggling Estates': 4, 'R. Active Communal Population': 3}"
E00175270,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '6. Not Private Households': 2}","{'P. Struggling Estates': 5, 'R. Active Communal Population': 2}"
E00175271,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '4. Financially Stretched': 1, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1, 'N. Poorer Pensioners': 1}"
E00175272,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 1}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 1}"
E00175273,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00175274,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00175275,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '6. Not Private Households': 2}","{'P. Struggling Estates': 4, 'R. Active Communal Population': 2}"
E00175276,2. Rising Prosperity,P. Struggling Estates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 3, '6. Not Private Households': 2}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 3, 'R. Active Communal Population': 2}"
E00175277,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00175278,4. Financially Stretched,P. Struggling Estates,"{'4. Financially Stretched': 4, '5. Urban Adversity': 4}","{'P. Struggling Estates': 4, 'N. Poorer Pensioners': 4}"
E00175279,2. Rising Prosperity,P. Struggling Estates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 3}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 2, 'E. Career Climbers': 1}"
