,OA,Wellbeing_Acorn_group,Wellbeing_Acorn_type,Wellbeing Acorn Group_frequency_count,Wellbeing Acorn Type_frequency_count
742,E00175239,4. Healthy,22. Gym & juices,"{'4. Healthy': 4, '5. Not Private Households': 2, '3. Caution': 1}","{'22. Gym & juices': 2, '28. Business addresses etc.': 2, '21. Sensible seniors': 1, '24. Five-a-day greys': 1, '18. Cultural concerns': 1}"
743,E00175240,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 3, '4. Healthy': 1}","{'28. Business addresses etc.': 2, '27. Inactive communal population': 1, '21. Sensible seniors': 1}"
744,E00175241,4. Healthy,24. Five-a-day greys,"{'4. Healthy': 10, '3. Caution': 2, '5. Not Private Households': 2}","{'24. Five-a-day greys': 7, '22. Gym & juices': 3, '18. Cultural concerns': 2, '28. Business addresses etc.': 2}"
745,E00175242,3. Caution,18. Cultural concerns,{'3. Caution': 4},{'18. Cultural concerns': 4}
746,E00175243,3. Caution,18. Cultural concerns,"{'3. Caution': 1, '4. Healthy': 1}","{'18. Cultural concerns': 1, '22. Gym & juices': 1}"
747,E00175244,3. Caution,18. Cultural concerns,{'3. Caution': 3},{'18. Cultural concerns': 3}
748,E00175245,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
749,E00175246,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
750,E00175247,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
751,E00175249,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 21, '4. Healthy': 8, '3. Caution': 1}","{'28. Business addresses etc.': 21, '24. Five-a-day greys': 5, '22. Gym & juices': 3, '18. Cultural concerns': 1}"
752,E00175250,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 8, '3. Caution': 3, '4. Healthy': 2}","{'28. Business addresses etc.': 7, '18. Cultural concerns': 3, '22. Gym & juices': 2, '26. Active communal population': 1}"
753,E00175251,4. Healthy,22. Gym & juices,{'4. Healthy': 3},{'22. Gym & juices': 3}
754,E00175252,5. Not Private Households,28. Business addresses etc.,{'5. Not Private Households': 2},"{'28. Business addresses etc.': 1, '27. Inactive communal population': 1}"
755,E00175253,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 6, '4. Healthy': 3}","{'28. Business addresses etc.': 4, '27. Inactive communal population': 2, '22. Gym & juices': 2, '24. Five-a-day greys': 1}"
756,E00175254,5. Not Private Households,27. Inactive communal population,{'5. Not Private Households': 2},"{'27. Inactive communal population': 1, '28. Business addresses etc.': 1}"
757,E00175255,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
758,E00175256,2. At Risk,8. Despondent diversity,"{'2. At Risk': 2, '4. Healthy': 2}","{'8. Despondent diversity': 2, '24. Five-a-day greys': 1, '21. Sensible seniors': 1}"
759,E00175257,4. Healthy,24. Five-a-day greys,"{'4. Healthy': 7, '3. Caution': 3, '5. Not Private Households': 1}","{'24. Five-a-day greys': 5, '18. Cultural concerns': 3, '28. Business addresses etc.': 1, '21. Sensible seniors': 1, '22. Gym & juices': 1}"
760,E00175258,4. Healthy,24. Five-a-day greys,{'4. Healthy': 6},"{'24. Five-a-day greys': 5, '22. Gym & juices': 1}"
761,E00175259,3. Caution,18. Cultural concerns,"{'3. Caution': 2, '4. Healthy': 1}","{'18. Cultural concerns': 2, '22. Gym & juices': 1}"
762,E00175260,2. At Risk,8. Despondent diversity,{'2. At Risk': 4},{'8. Despondent diversity': 4}
763,E00175261,2. At Risk,8. Despondent diversity,{'2. At Risk': 5},{'8. Despondent diversity': 5}
764,E00175262,2. At Risk,8. Despondent diversity,"{'2. At Risk': 5, '4. Healthy': 2}","{'8. Despondent diversity': 5, '22. Gym & juices': 2}"
765,E00175263,2. At Risk,8. Despondent diversity,{'2. At Risk': 2},{'8. Despondent diversity': 2}
766,E00175264,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
767,E00175265,2. At Risk,8. Despondent diversity,"{'2. At Risk': 4, '5. Not Private Households': 3, '3. Caution': 1}","{'8. Despondent diversity': 4, '28. Business addresses etc.': 2, '27. Inactive communal population': 1, '15. Borderline behaviours': 1}"
768,E00175266,2. At Risk,8. Despondent diversity,{'2. At Risk': 4},{'8. Despondent diversity': 4}
769,E00175267,2. At Risk,8. Despondent diversity,{'2. At Risk': 4},{'8. Despondent diversity': 4}
770,E00175268,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 1, '2. At Risk': 1, '1. Health Challenges': 1}","{'28. Business addresses etc.': 1, '8. Despondent diversity': 1, '1. Limited living': 1}"
771,E00175269,2. At Risk,8. Despondent diversity,"{'2. At Risk': 4, '5. Not Private Households': 3}","{'8. Despondent diversity': 4, '28. Business addresses etc.': 3}"
772,E00175270,2. At Risk,8. Despondent diversity,"{'2. At Risk': 5, '5. Not Private Households': 2}","{'8. Despondent diversity': 5, '28. Business addresses etc.': 2}"
773,E00175271,4. Healthy,8. Despondent diversity,"{'4. Healthy': 2, '2. At Risk': 1, '1. Health Challenges': 1}","{'8. Despondent diversity': 1, '1. Limited living': 1, '21. Sensible seniors': 1, '22. Gym & juices': 1}"
774,E00175272,2. At Risk,8. Despondent diversity,"{'2. At Risk': 6, '5. Not Private Households': 1}","{'8. Despondent diversity': 6, '28. Business addresses etc.': 1}"
775,E00175273,2. At Risk,8. Despondent diversity,"{'2. At Risk': 2, '4. Healthy': 1}","{'8. Despondent diversity': 2, '21. Sensible seniors': 1}"
776,E00175274,2. At Risk,8. Despondent diversity,{'2. At Risk': 2},{'8. Despondent diversity': 2}
777,E00175275,4. Healthy,21. Sensible seniors,"{'4. Healthy': 4, '5. Not Private Households': 2}","{'21. Sensible seniors': 4, '27. Inactive communal population': 1, '28. Business addresses etc.': 1}"
778,E00175276,4. Healthy,22. Gym & juices,"{'4. Healthy': 4, '5. Not Private Households': 2, '2. At Risk': 1}","{'22. Gym & juices': 3, '28. Business addresses etc.': 2, '8. Despondent diversity': 1, '21. Sensible seniors': 1}"
779,E00175277,2. At Risk,8. Despondent diversity,{'2. At Risk': 2},{'8. Despondent diversity': 2}
780,E00175278,1. Health Challenges,1. Limited living,"{'1. Health Challenges': 4, '2. At Risk': 3, '4. Healthy': 1}","{'1. Limited living': 4, '8. Despondent diversity': 3, '21. Sensible seniors': 1}"
781,E00175279,4. Healthy,22. Gym & juices,"{'4. Healthy': 3, '2. At Risk': 3}","{'22. Gym & juices': 3, '8. Despondent diversity': 3}"
